serial number,Company,The location of the recycling service outlet,The name of the recycling service location,address,Short_Company_Name,City
13364,"Camel Group Resource Circulation Xiangyang Co., Ltd.","Changsha, Hunan","Changsha Shunchi Auto Parts Co., Ltd.","Building 2, District 7, Fireworks Square, Jinsha North Road, Jijili Street, Liuyang",Camel Group Resource,Changsha
13365,"Camel Group Resource Circulation Xiangyang Co., Ltd.","Hengyang City, Hunan Province","Chaofan Auto Parts Wholesale Department, Zhengxiang District, Hengyang City","No. 106, Guangdian Garden, Zhengxiang District, Hengyang City",Camel Group Resource,Hengyang
13366,"Camel Group Resource Circulation Xiangyang Co., Ltd.","Guiyang City, Guizhou Province","Guizhou Huaxin Environmental Protection Technology Co., Ltd.","Within Xinghong Village, Zazuo Town, Xiuwen County, Guiyang City, Guizhou Province",Camel Group Resource,Guiyang
13367,"Camel Group Resource Circulation Xiangyang Co., Ltd.","Yinchuan City, Ningxia Hui Autonomous Region","Camel Group Trading Co., Ltd. Yinchuan Branch","Warehouse 15-11, Jinsheng Hengda Logistics Park, Wangyuan Town, Yongning County, Yinchuan City",Camel Group Resource,Yinchuan
13368,"Camel Group Resource Circulation Xiangyang Co., Ltd.","Jinzhong City, Shanxi Province","Shanxi Ruiou Trading Co., Ltd.","In the courtyard of Dafeida Market opposite Sanjin Auto Parts City, Yuci District, Jinzhong City",Camel Group Resource,Jinzhong
13369,"Camel Group Resource Circulation Xiangyang Co., Ltd.","Jinzhong City, Shanxi Province","Shanxi Jiafan Trading Co., Ltd.","Opposite Sanjin Auto Parts City, Yuci District, Jinzhong City",Camel Group Resource,Jinzhong
13370,"Camel Group Resource Recycling Xiangyang Co., Ltd","Taiyuan City, Shanxi Province","Shanxi Zhongzhi Heyi Energy Technology Co., Ltd","North of Yang'an Village, Xiuwen Town, Yuci District, Jinzhong City, Shanxi Province",Camel Group Resource,Taiyuan
13371,"Camel Group Resource Recycling Xiangyang Co., Ltd","Fengxian District, Shanghai","Camel Group Trading Co., Ltd. Shanghai Branch","535 Huiping Road, Jiading District, Shanghai",Camel Group Resource,Shanghai
13372,"Camel Group Resource Recycling Xiangyang Co., Ltd","Yubei District, Chongqing","Camel Group Trading Co., Ltd. Chongqing Branch",Chongqing Yubei District Processing Zone 2nd Road Zhongsheng Honghan North Gate,Camel Group Resource,Chongqing
13373,"Camel Group Resource Recycling Xiangyang Co., Ltd","Yubei District, Chongqing","Chongqing Hailijia Trading Co., Ltd","No. 1, Coral Road, Shuangfu Town, Jiangjin District, Chongqing and Runqi Mocheng",Camel Group Resource,Chongqing
13374,"Camel Group Resource Recycling Xiangyang Co., Ltd","Shapingba District, Chongqing","Chongqing Qingyang Trading Co., Ltd",Chongqing Jiulongpo District Baishiyi Kyushu International Auto Parts City,Camel Group Resource,Chongqing
13375,"Camel Group Resource Recycling Xiangyang Co., Ltd","Wanzhou District, Chongqing","Chongqing Xiangyu Renewable Resources Recycling Co., Ltd","Hualun fine chemical boiler room 7-1, Group 1, Bianjia Village, Shuanghe Street, Wanzhou District, Chongqing",Camel Group Resource,Chongqing
13376,"Camel Group Resource Recycling Xiangyang Co., Ltd","Banan District, Chongqing","Chongqing Yongyu Renewable Resources Recycling Co., Ltd","66-24, Building 1, No. 1 Shimei Avenue, Jieshi Town, Banan District, Chongqing",Camel Group Resource,Chongqing
13377,"Camel Group Resource Recycling Xiangyang Co., Ltd","Nanjing, Jiangsu Province","Jiangsu Jinggujing Environmental Protection Technology Co., Ltd","No. 11-1, Jiangcheng Avenue, Qixia Street, Qixia District, Nanjing",Camel Group Resource,Nanjing
13378,"Camel Group Resource Recycling Xiangyang Co., Ltd","Nanning City, Guangxi Zhuang Autonomous Region","Guangxi Jinqianfa Technology Co., Ltd",Nanning Economic Development Zone Hongli Road No. 2-6 Modern Optoelectronic Science and Technology Industrial Park No. 2 Plant 1...,Camel Group Resource,Nanning
13379,"Camel Group Resource Recycling Xiangyang Co., Ltd","Wuhan City, Hubei Province","Wuhan Youneng Regeneration Technology Co., Ltd","In Tianlong Steel Industrial Park, No. 22 Yintan Road, Dongxihu District, Wuhan",Camel Group Resource,Wuhan
13380,"Camel Group Resource Recycling Xiangyang Co., Ltd","Xiqing District, Tianjin","Tianjin Youneng Renewable Resources Industry Technology Co., Ltd","No. 29-5A, Shengda <>nd Branch Road, Saida Industrial Park, Wangwenzhuang Town, Xijin District, Tianjin",Camel Group Resource,Tianjin
13381,"Camel Group Resource Recycling Xiangyang Co., Ltd","Jinan City, Shandong Province","Camel Group Trading Co., Ltd. Shandong Branch","Shizhuang Village, Jingshi West Road, Huaiyin District, Jinan City (opposite Jixi Second-hand Car Market)",Camel Group Resource,Jinan
13382,"Camel Group Resource Recycling Xiangyang Co., Ltd","Jinan City, Shandong Province","Hubei Camel Logistics Co., Ltd. Shandong Branch","No. 22, North Row of Mingda Logistics Park, No. 18 Lanxiang Road, Tianqiao District, Jinan",Camel Group Resource,Jinan
13383,"Camel Group Resource Recycling Xiangyang Co., Ltd","Hangzhou City, Zhejiang Province","Hangzhou Jingpeng Environmental Protection Technology Co., Ltd","No. 1733, Wenju Road, Fuchun Street, Fuyang District, Hangzhou",Camel Group Resource,Hangzhou
13384,"Camel Group Resource Recycling Xiangyang Co., Ltd","Urumqi City, Xinjiang Uygur Autonomous Region","Xinjiang Luo Shu Trading Co., Ltd",Urumqi Economic and Technological Development Zone (Toutunhe District) Jinhuan Road No. 527 yard plant building 1 car...,Camel Group Resource,Ürümqi
13385,"Camel Group Resource Recycling Xiangyang Co., Ltd","Anqing City, Anhui Province","Camel Group Trading Co., Ltd. Anqing Branch","No. 7, No. 1, Longgang Road, Taihu County Development Zone, Anqing City",Camel Group Resource,Anqing
13386,"Nanjing Iveco Automobile Co., Ltd","Luzhou City, Sichuan Province","Luzhou KONE Automobile Maintenance Service Co., Ltd","No. 1, Section 2, Xinyang Road, Jiangyang District, Luzhou City",Nanjing Iveco Automobile,Luzhou
13387,"Nanjing Iveco Automobile Co., Ltd","Kunming City, Yunnan Province","Yunnan Helu Trading Co., Ltd","Xuzhao Road, No. 6 Chunman Avenue, Information Industry Base, Kunming Economic and Technological Development Zone, Yunnan Province...",Nanjing Iveco Automobile,Kunming
13388,"Yutong Bus Co., Ltd","Qingpu District, Shanghai","Shanghai Yutong Qingpu Automotive Technology Service Co., Ltd",818 Huaqing Road,"Yutong Bus Co.,",Shanghai
13389,"Yutong Bus Co., Ltd","Changsha City, Hunan Province","Yutong Bus Co., Ltd. Changsha Sales and Service Branch","No. 9, Changjie North Road, Xingsha Industrial Base, Kaiyuan East Road","Yutong Bus Co.,",Changsha
13390,"Yutong Bus Co., Ltd.","Zhengzhou City, Henan Province","Yutong Bus Co., Ltd.","No. 217, Jindai Road, Guancheng Hui District, Zhengzhou City","Yutong Bus Co.,",Zhengzhou
13391,"Yutong Bus Co., Ltd.","Baoji City, Shaanxi Province","Baoji Baoyun Auto Transport (Group) Co., Ltd.","No. 106, Jing'er Road, Weibin District, Baoji City, Shaanxi Province","Yutong Bus Co.,",Baoji
13392,"Yutong Bus Co., Ltd.","Nanyang City, Henan Province","Nanyang Junshuo Automobile Sales and Service Co., Ltd.","In the courtyard of Dongzhonglin Company, 200 meters south of the intersection of Beijing Road and Qilin Road, Nanyang City, Henan Province","Yutong Bus Co.,",Nanyang
13393,"Yutong Bus Co., Ltd.","Guiyang City, Guizhou Province","Guiyang Qianshuang Automobile Maintenance Service Co., Ltd.","No. 426, North Section of Huaxi Avenue, Nanming District, Guiyang City, Guizhou Province","Yutong Bus Co.,",Guiyang
13394,"Yutong Bus Co., Ltd.","Huanggang City, Hubei Province","Huanggang Changxing Automobile Service Co., Ltd.","No. 90, Baota Avenue, Huangzhou District, Huanggang City, Hubei Province","Yutong Bus Co.,",Huanggang
13395,"Yutong Bus Co., Ltd.","Jining City, Shandong Province","Jining Guoyun Automobile Service Co., Ltd.","South of Dongfangmeijun Community, Jizhou Road, Rencheng District, Jining City, Shandong Province","Yutong Bus Co.,",Jining
13396,"Yutong Bus Co., Ltd.","Jinhua City, Zhejiang Province","Yiwu Xiubang Auto Repair Co., Ltd.","First Floor, No. 416 West Station Avenue, Beiyuan Street, Yiwu City, Zhejiang Province","Yutong Bus Co.,",Jinhua
13397,"Yutong Bus Co., Ltd.","Lhasa City, Tibet Autonomous Region","Lhasa Yuecheng Automobile Maintenance Co., Ltd.","Yuecheng Automobile Maintenance Co., Ltd., Liuwu New District, Lhasa City, Tibet Autonomous Region","Yutong Bus Co.,",Lhasa
13398,"Yutong Bus Co., Ltd.","Luliang City, Shanxi Province","Luliang Xinyun Automobile Trading Co., Ltd.","Luliang Xinyun Service Station, Qiaojiata Village, Jiaokou Sub-district Office, Lishi District, Luliang City, Shanxi Province","Yutong Bus Co.,",Lüliang
13399,"Yutong Bus Co., Ltd.","Mudanjiang City, Heilongjiang Province","Mudanjiang Public Transport Co., Ltd. Xuecheng Automobile Repair Factory","East of Xuanwuhu Road and south of Jiangnan Sandao Street (Suiyang Street), Dong'an District, Mudanjiang City, Heilongjiang Province","Yutong Bus Co.,",Mudanjiang
13400,"Yutong Bus Co., Ltd.","Puyang City, Henan Province","Puyang Jiaoyun Automobile Service Co., Ltd.","East of the intersection of Jingkai Avenue and Kaide Road, Hualong District, Puyang City, Henan Province (maintenance by the Municipal Transportation Company...","Yutong Bus Co.,",Puyang
13401,"Yutong Bus Co., Ltd.","Qiannan Buyi and Miao Autonomous Prefecture, Guizhou Province","Qiannan Transportation Group Automobile Inspection and Maintenance Co., Ltd.","No. 138, Jianjiang North Road, Duyun City, Guizhou Province","Yutong Bus Co.,",Qiannan Bouyei-Miao Autonomous Prefecture
13402,"Yutong Bus Co., Ltd.","Qinzhou City, Guangxi Zhuang Autonomous Region","Guangxi Tahoe Logistics Group Co., Ltd. Qinzhou Auto Repair Factory","Shuangchuang Avenue, Phase II, High-tech Zone, Qinnan District, Qinzhou City, Guangxi Zhuang Autonomous Region","Yutong Bus Co.,",Qinzhou
13403,"Yutong Bus Co., Ltd.","Xiamen City, Fujian Province","Xiamen Shengde Huatai Automobile Maintenance Service Co., Ltd.","No. 2298, Heshan Road, Huli District, Xiamen City","Yutong Bus Co.,",Xiamen
13404,"Yutong Bus Co., Ltd.","Shantou City, Guangdong Province","Shantou Automobile Passenger Transport Co., Ltd.","No. 2, Chaoshan Road, Shantou City, Guangdong Province","Yutong Bus Co.,",Shantou
13405,"Yutong Bus Co., Ltd.","Suzhou City, Jiangsu Province","Kunshan Jinbote Automobile Service Co., Ltd.","No. 69, Meifeng Road, Yushan Town, Kunshan City, Suzhou City, Jiangsu Province","Yutong Bus Co.,",Suzhou (Jiangsu)
13406,"Yutong Bus Co., Ltd.","Wenzhou City, Zhejiang Province","Wenzhou Transportation Group Chengdong Bus Co., Ltd.","No. 4, Huizhan Road, Lucheng District, Wenzhou City, Zhejiang Province","Yutong Bus Co.,",Wenzhou
13407,"Yutong Bus Co., Ltd.","Yichun City, Heilongjiang Province","Fengyu Auto Repair Factory, Yichun District, Yichun City","In the courtyard of Longyuan Building, Yichun District, Yichun City, Heilongjiang Province","Yutong Bus Co.,",Yichun (Heilongjiang)
13408,"Yutong Bus Co., Ltd.","Zunyi City, Guizhou Province","Zunyi Jishengxiang Automobile Maintenance Co., Ltd.","Area D4 within the Zhongzhuang Prison plot of Zhongzhuang Street Office, Honghuagang District, Zunyi City, Guizhou Province","Yutong Bus Co.,",Zunyi
13409,"Yutong Bus Co., Ltd.","Yancheng City, Jiangsu Province","Yancheng Chetong Automobile Repair Co., Ltd.",Xinyang Subdistrict Office Yuanzhuang Village Committee Group 9 and 10 (7),"Yutong Bus Co.,",Yancheng
13410,"Yutong Bus Co., Ltd.","Yichang City, Hubei Province","Xuhong Automobile Repair Factory, Wujiagang District, Yichang City","No. 365, Wu Yiling Avenue","Yutong Bus Co.,",Yichang
13411,"Yutong Bus Co., Ltd.","Handan City, Hebei Province","Hailiang Automobile Maintenance Service Department, Handan District, Handan City","No. 502, Nanhuan East Road, Handan District, Handan City, Hebei Province","Yutong Bus Co.,",Handan
13412,"Yutong Bus Co., Ltd.","Jiaxing City, Zhejiang Province","Haining Dayuan Industry and Trade Co., Ltd.","No. 197, Youquan Road, Haichang Street, Haining City, Jiaxing City, Zhejiang Province","Yutong Bus Co.,",Jiaxing
13413,"Yutong Bus Co., Ltd.","Xinxiang City, Henan Province","Xinxiang Bus Maintenance Co., Ltd.","No. 133, North Section of Heping Road, Muye District, Xinxiang City, Henan Province","Yutong Bus Co.,",Xinxiang
13414,"Yutong Bus Co., Ltd.","Chuzhou City, Anhui Province","Anhui Transportation Group Chuzhou Automobile Transportation Co., Ltd. Mingguang Branch",Mingguang City New Bus Station,"Yutong Bus Co.,",Chuzhou
13415,"Yutong Bus Co., Ltd.","Liangshan Yi Autonomous Prefecture, Sichuan Province","Xichang Yuecheng Bus Auto Maintenance Service Co., Ltd.","3rd Floor, No. 336, Section 1, Aerospace Avenue, Xichang City","Yutong Bus Co.,",Liangshan Yi Autonomous Prefecture
13416,"Yutong Bus Co., Ltd.","Lu'an City, Anhui Province","Repair shop of Lu'an Automobile Transportation Corporation, Anhui Province",Foziling East Road (west side of East Bus Station),"Yutong Bus Co.,",Lu'an
13417,"Yutong Bus Co., Ltd.","Yueyang City, Hunan Province",Yueyanglou District Bus Repair and Operation Department,"Building 1, Office Building, No. 1, Huangjin Street, Huabanqiao Road","Yutong Bus Co.,",Yueyang
13418,"Great Wall Motors Co., Ltd.","Yantai City, Shandong Province","Yantai Junfeng Auto Sales Co., Ltd.","Juntong Automobile City, Airport Road, Yantai City",Great Wall Motors,Yantai
13419,"Great Wall Motors Co., Ltd.","Huainan City, Anhui Province","Huainan Fengxing Materials Co., Ltd.","No. 12, Zhenxing South Road, Luohe Economic Development Zone, Huainan City",Great Wall Motors,Huainan
13420,"Great Wall Motors Co., Ltd.","Mianyang City, Sichuan Province","Sichuan Xinaixiao Automobile Trading Co., Ltd.","No. 43, Shuangbei East Street, High-tech Zone, Mianyang City, Sichuan Province",Great Wall Motors,Mianyang
13421,"Great Wall Motors Co., Ltd.","Yueyang City, Hunan Province","Yueyang Shenyue Automobile Co., Ltd.","Hunan Lingang International Automobile City, Liangang Road, Chenglingji Lingang Industrial New Zone, Yueyang City, Hunan Province",Great Wall Motors,Yueyang
13422,"Yutong Bus Co., Ltd.","Nanning City, Guangxi Zhuang Autonomous Region","Nanning Yutong Shunjie Bus Co., Ltd.","No. 108, Jinkai Road","Yutong Bus Co.,",Nanning
13423,"Yutong Bus Co., Ltd.","Shenyang City, Liaoning Province","Shenyang Yutong Shunjie Bus Service Co., Ltd.","Tongcheng 1st Road, Wangjia Street, Shenfu New District","Yutong Bus Co.,",Shenyang
13424,"Yutong Bus Co., Ltd.","Wuhan, Hubei","Wuhan Yutong Shunjie Bus Industrial Co., Ltd.",Changfu Industrial Demonstration Park,"Yutong Bus Co.,",Wuhan
13425,"Yutong Bus Co., Ltd.","Dongguan City, Guangdong Province","Dongguan Jiesheng Automobile Equipment Co., Ltd.","No. 12, Changping Commercial Road, Daojiao Town, Dongguan City, Guangdong Province","Yutong Bus Co.,",Dongguan
13426,"Yutong Bus Co., Ltd.","Guigang City, Guangxi Zhuang Autonomous Region","Guigang Jinheng Auto Parts Sales Co., Ltd.","Northeast corner of the intersection of Gongye 1st Road and Nansan Road, Gangnan District Industrial Park, Guigang City, Guangxi","Yutong Bus Co.,",Guigang
13427,"Yutong Bus Co., Ltd.","Hangzhou, Zhejiang","Hangzhou Changyun Transportation Group Co., Ltd.","No. 3339, Desheng East Road, Shangcheng District, Hangzhou","Yutong Bus Co.,",Hangzhou
13428,"Yutong Bus Co., Ltd.","Shaoguan City, Guangdong Province","Shaoguan Yueyun Motor Transport Co., Ltd. Shaoguan East Bus Passenger Station","The June 1st motorcade in Zhenjiang District, Shaoguan City, Guangdong Province advanced 200 meters inside","Yutong Bus Co.,",Shaoguan
13429,"Yutong Bus Co., Ltd.","Dongli District, Tianjin City","Tianjin Jinjie Shenglong Automobile Maintenance Co., Ltd.","No. 5, Wujing Road, Dongli Development Zone, Tianjin","Yutong Bus Co.,",Tianjin
13430,"Yutong Bus Co., Ltd","Yuncheng, Shanxi Province","Yuncheng Jinyun Yongsheng Automobile Maintenance Service Co., Ltd","In the Jiefang North Road Passenger Transport Center Station (northwest corner) in Yanhu District, Yuncheng City, Shanxi Province","Yutong Bus Co.,",Yuncheng
13431,"Yutong Bus Co., Ltd","Chizhou City, Anhui Province","Chizhou Siwang Automobile Maintenance Service Co., Ltd","Room 1, Building 101, Zhongzhou Grand Market, Qinglian Road","Yutong Bus Co.,",Chizhou
13432,"Yutong Bus Co., Ltd","Chifeng City, Inner Mongolia Autonomous Region","Chifeng Huawo Dorje Automobile Service Co., Ltd",Chifeng Hongshan District High-tech Industrial Park Car Nanny City Building 2 1-105,"Yutong Bus Co.,",Chifeng
13433,"Yutong Bus Co., Ltd","Dali Bai Autonomous Prefecture, Yunnan Province",Dali City Bus Wholly State-owned Limited Liability Company,"Bus repair shop at No. 57, Renmin South Road, Xiaguan Town, Dali Bai Autonomous Prefecture","Yutong Bus Co.,",Dali Bai Autonomous Prefecture
13434,"Yutong Bus Co., Ltd","Dongying City, Shandong Province","Dongying Runlin Automobile Service Co., Ltd","Room 7-4, Hengpin Trade Park, No. 107 Mengshan Road, Dongying District, Dongying City, Shandong Province","Yutong Bus Co.,",Dongying
13435,"Yutong Bus Co., Ltd","Enshi Tujia and Miao Autonomous Prefecture, Hubei Province",Jianshi County Huaxia Automobile Maintenance Service Center,"No. 1, Group 3, Erdaoqiao Village, Yezhou Town","Yutong Bus Co.,",Enshi Tujia-Miao Autonomous Prefecture
13436,"Yutong Bus Co., Ltd","Fuxin City, Liaoning Province",Jinxing Automobile Repair Factory in the urban area of Fuxin Mongolian Autonomous County,Inside the courtyard of the long-distance bus terminal,"Yutong Bus Co.,",Fuxin
